Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Promo_Dependency_Score,Customer_Value_Score,Engagement_Tier,Satisfaction_Flag,Discount_Free_Buyer,Customer_Value_Tier
1619,63,Male,Sandals,Footwear,72,Michigan,L,Purple,Summer,5.0,No,Standard,Yes,Yes,39,Debit Card,Quarterly,2,2808,2,High,False,High Value
1620,57,Male,Handbag,Accessories,78,Hawaii,L,Beige,Winter,3.5,No,Store Pickup,Yes,Yes,50,Venmo,Bi-Weekly,2,3900,4,Neutral,False,High Value
1621,25,Male,Hat,Accessories,47,Virginia,M,Charcoal,Winter,3.1,No,2-Day Shipping,Yes,Yes,27,Paypal,Every 3 Months,2,1269,2,Neutral,False,Mid Value
1622,68,Male,Scarf,Accessories,46,Ohio,L,Gray,Summer,3.9,No,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly,2,1748,5,Neutral,False,Mid Value
1623,31,Male,Shorts,Clothing,43,Missouri,S,Brown,Winter,4.0,No,Store Pickup,Yes,Yes,37,Bank Transfer,Every 3 Months,2,1591,2,High,False,Mid Value
1624,64,Male,Backpack,Accessories,58,Indiana,M,Cyan,Summer,3.5,No,Next Day Air,Yes,Yes,50,Debit Card,Annually,2,2900,1,Neutral,False,High Value
1625,38,Male,Sweater,Clothing,32,Florida,M,White,Winter,3.6,No,Free Shipping,Yes,Yes,40,Paypal,Every 3 Months,2,1280,2,Neutral,False,Mid Value
1626,34,Male,Skirt,Clothing,45,Minnesota,L,Beige,Winter,3.0,No,Next Day Air,Yes,Yes,3,Paypal,Bi-Weekly,2,135,4,Neutral,False,Low Value
1627,32,Male,Sneakers,Footwear,35,Nevada,L,Orange,Summer,2.6,No,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,2,1575,4,Low,False,Mid Value
1628,69,Male,Sunglasses,Accessories,21,Maine,M,Olive,Winter,2.9,No,Next Day Air,Yes,Yes,8,Credit Card,Annually,2,168,1,Low,False,Low Value
1629,45,Male,Dress,Clothing,64,Massachusetts,S,Teal,Winter,3.1,No,Next Day Air,Yes,Yes,7,Cash,Monthly,2,448,3,Neutral,False,Low Value
1630,35,Male,Blouse,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Next Day Air,Yes,Yes,13,Venmo,Quarterly,2,1144,2,Neutral,False,Mid Value
1631,63,Male,Shoes,Footwear,48,New Jersey,M,Gold,Summer,2.9,No,Store Pickup,Yes,Yes,29,Venmo,Every 3 Months,2,1392,2,Low,False,Mid Value
1632,65,Male,Sweater,Clothing,36,Indiana,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly,2,252,5,Neutral,False,Low Value
1633,35,Male,Gloves,Accessories,28,Oregon,S,White,Summer,4.7,No,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months,2,1400,2,High,False,Mid Value
1634,54,Male,Socks,Clothing,80,North Dakota,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly,2,2640,4,High,False,High Value
1635,28,Male,Coat,Outerwear,23,South Carolina,S,Orange,Summer,3.6,No,Store Pickup,Yes,Yes,30,Cash,Every 3 Months,2,690,2,Neutral,False,Mid Value
1636,68,Male,Sunglasses,Accessories,24,North Carolina,L,Violet,Summer,3.2,No,Standard,Yes,Yes,40,Cash,Annually,2,960,1,Neutral,False,Mid Value
1637,58,Male,Boots,Footwear,22,North Dakota,L,Green,Fall,4.0,No,Free Shipping,Yes,Yes,49,Cash,Fortnightly,2,1078,5,High,False,Mid Value
1638,35,Male,Dress,Clothing,21,Massachusetts,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,32,Venmo,Fortnightly,2,672,5,Neutral,False,Mid Value
1639,68,Male,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,No,Free Shipping,Yes,Yes,18,Venmo,Weekly,2,918,6,High,False,Mid Value
1640,41,Male,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,Yes,50,Paypal,Annually,2,3250,1,Neutral,False,High Value
1641,65,Male,Scarf,Accessories,51,Tennessee,S,Magenta,Spring,4.0,No,2-Day Shipping,Yes,Yes,13,Paypal,Weekly,2,663,6,High,False,Mid Value
1642,50,Male,Hoodie,Clothing,32,Colorado,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months,2,32,2,Neutral,False,Low Value
1643,18,Male,Coat,Outerwear,70,Mississippi,M,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,16,Paypal,Fortnightly,2,1120,5,High,False,Mid Value
1644,38,Male,Scarf,Accessories,77,Ohio,L,Pink,Summer,3.9,No,2-Day Shipping,Yes,Yes,6,Paypal,Monthly,2,462,3,Neutral,False,Low Value
1645,68,Male,Coat,Outerwear,90,North Carolina,S,Beige,Summer,3.9,No,Next Day Air,Yes,Yes,21,Debit Card,Monthly,2,1890,3,Neutral,False,Mid Value
1646,53,Male,Scarf,Accessories,36,Ohio,L,Green,Summer,2.8,No,Standard,Yes,Yes,36,Venmo,Every 3 Months,2,1296,2,Low,False,Mid Value
1647,58,Male,Handbag,Accessories,77,Nebraska,S,Silver,Summer,3.7,No,Standard,Yes,Yes,20,Bank Transfer,Every 3 Months,2,1540,2,Neutral,False,Mid Value
1648,34,Male,Boots,Footwear,78,Hawaii,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,8,Debit Card,Quarterly,2,624,2,High,False,Mid Value
1649,36,Male,Pants,Clothing,69,Oklahoma,M,Gray,Summer,2.6,No,Express,Yes,Yes,22,Credit Card,Monthly,2,1518,3,Low,False,Mid Value
1650,58,Male,T-Shirt,Clothing,63,Wisconsin,M,White,Summer,4.9,No,Free Shipping,Yes,Yes,3,Credit Card,Quarterly,2,189,2,High,False,Low Value
1651,60,Male,Scarf,Accessories,36,Arkansas,M,Silver,Winter,3.4,No,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly,2,1656,5,Neutral,False,Mid Value
1652,59,Male,Coat,Outerwear,80,Texas,M,Blue,Winter,3.9,No,Standard,Yes,Yes,42,Debit Card,Monthly,2,3360,3,Neutral,False,High Value
1653,65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4.0,No,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,2,35,5,High,False,Low Value
1654,31,Male,Belt,Accessories,93,Colorado,L,Silver,Winter,3.0,No,2-Day Shipping,Yes,Yes,29,Debit Card,Bi-Weekly,2,2697,4,Neutral,False,High Value
1655,43,Male,Belt,Accessories,25,Indiana,L,Gray,Spring,2.6,No,Store Pickup,Yes,Yes,14,Credit Card,Quarterly,2,350,2,Low,False,Low Value
1656,37,Male,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,No,Next Day Air,Yes,Yes,4,Paypal,Monthly,2,324,3,Neutral,False,Low Value
1657,21,Male,Blouse,Clothing,42,Indiana,L,Brown,Spring,2.6,No,2-Day Shipping,Yes,Yes,41,Paypal,Every 3 Months,2,1722,2,Low,False,Mid Value
1658,69,Male,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,No,Store Pickup,Yes,Yes,4,Debit Card,Bi-Weekly,2,144,4,Neutral,False,Low Value
1659,32,Male,Jewelry,Accessories,66,Alaska,S,Pink,Spring,4.1,No,Store Pickup,Yes,Yes,47,Cash,Weekly,2,3102,6,High,False,High Value
1660,53,Male,Gloves,Accessories,37,Utah,M,Black,Fall,3.9,No,Next Day Air,Yes,Yes,44,Venmo,Annually,2,1628,1,Neutral,False,Mid Value
1661,59,Male,T-Shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,No,Standard,Yes,Yes,37,Venmo,Monthly,2,1665,3,High,False,Mid Value
1662,64,Male,Gloves,Accessories,86,Iowa,S,Beige,Summer,2.7,No,2-Day Shipping,Yes,Yes,21,Debit Card,Quarterly,2,1806,2,Low,False,Mid Value
1663,63,Male,Sunglasses,Accessories,24,New Mexico,M,Olive,Winter,4.6,No,Free Shipping,Yes,Yes,46,Debit Card,Fortnightly,2,1104,5,High,False,Mid Value
1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,No,Standard,Yes,Yes,1,Cash,Bi-Weekly,2,22,4,Neutral,False,Low Value
1665,19,Male,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5.0,No,Next Day Air,Yes,Yes,35,Paypal,Weekly,2,1855,6,High,False,Mid Value
1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Monthly,2,2009,3,Neutral,False,Mid Value
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,47,Paypal,Annually,2,3008,1,Neutral,False,High Value
1668,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,No,2-Day Shipping,Yes,Yes,24,Bank Transfer,Every 3 Months,2,960,2,Neutral,False,Mid Value
1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4.0,No,Standard,Yes,Yes,28,Debit Card,Fortnightly,2,924,5,High,False,Mid Value
1670,42,Male,T-Shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly,2,1298,2,Low,False,Mid Value
1671,22,Male,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,20,Cash,Weekly,2,1460,6,Neutral,False,Mid Value
1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4.0,No,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly,2,550,6,High,False,Low Value
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,15,Venmo,Quarterly,2,1095,2,Neutral,False,Mid Value
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly,2,3038,4,Neutral,False,High Value
1675,35,Male,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly,2,560,5,Neutral,False,Low Value
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21,Credit Card,Annually,2,1890,1,High,False,Mid Value
1677,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly,2,1496,6,Neutral,False,Mid Value
1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,41,Debit Card,Weekly,0,1435,6,Neutral,True,Mid Value
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,30,Venmo,Fortnightly,0,2130,5,High,True,Mid Value
1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,No,Next Day Air,No,No,24,Debit Card,Bi-Weekly,0,1248,4,High,True,Mid Value
1681,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,No,6,Credit Card,Annually,0,222,1,Neutral,True,Low Value
1682,24,Male,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,No,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly,0,1330,4,Neutral,True,Mid Value
1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly,0,3589,4,High,True,High Value
1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,No,37,Venmo,Quarterly,0,2109,2,Neutral,True,Mid Value
1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,28,Paypal,Weekly,0,2604,6,High,True,High Value
1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,No,Standard,No,No,43,Paypal,Bi-Weekly,0,2064,4,High,True,Mid Value
1687,22,Male,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,No,Store Pickup,No,No,25,Cash,Annually,0,1875,1,High,True,Mid Value
1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,No,Free Shipping,No,No,4,Paypal,Annually,0,280,1,Neutral,True,Low Value
1689,28,Male,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3.0,No,Next Day Air,No,No,13,Venmo,Fortnightly,0,338,5,Neutral,True,Low Value
1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,32,Bank Transfer,Monthly,0,2336,3,High,True,High Value
1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,No,Free Shipping,No,No,1,Cash,Annually,0,30,1,Neutral,True,Low Value
1692,64,Male,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,No,Next Day Air,No,No,4,Cash,Annually,0,244,1,Neutral,True,Low Value
1693,56,Male,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,No,Standard,No,No,33,Cash,Bi-Weekly,0,2475,4,Low,True,High Value
1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,No,Standard,No,No,45,Bank Transfer,Fortnightly,0,3960,5,High,True,High Value
1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,No,20,Debit Card,Fortnightly,0,1340,5,Low,True,Mid Value
1696,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,No,2-Day Shipping,No,No,1,Paypal,Fortnightly,0,95,5,High,True,Low Value
1697,31,Male,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4.0,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly,0,483,4,High,True,Low Value
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,No,48,Credit Card,Every 3 Months,0,4176,2,Neutral,True,High Value
1699,25,Male,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,No,Standard,No,No,46,Bank Transfer,Quarterly,0,1886,2,High,True,Mid Value
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,No,Free Shipping,No,No,34,Debit Card,Annually,0,2278,1,High,True,High Value
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,No,Express,No,No,36,Bank Transfer,Monthly,0,2520,3,High,True,High Value
1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,No,Next Day Air,No,No,44,Debit Card,Every 3 Months,0,1804,2,Neutral,True,Mid Value
1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5.0,No,Express,No,No,48,Bank Transfer,Weekly,0,3984,6,High,True,High Value
1704,39,Male,Backpack,Accessories,22,California,M,Black,Spring,4.0,No,Next Day Air,No,No,12,Bank Transfer,Annually,0,264,1,High,True,Low Value
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,No,Store Pickup,No,No,19,Cash,Every 3 Months,0,380,2,Neutral,True,Low Value
1706,39,Male,Jewelry,Accessories,29,South Dakota,L,Cyan,Summer,3.4,No,2-Day Shipping,No,No,49,Venmo,Bi-Weekly,0,1421,4,Neutral,True,Mid Value
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,No,Standard,No,No,25,Venmo,Fortnightly,0,2175,5,Neutral,True,Mid Value
1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly,0,2025,4,High,True,Mid Value
1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,No,Express,No,No,1,Credit Card,Quarterly,0,58,2,Neutral,True,Low Value
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,No,Standard,No,No,19,Bank Transfer,Annually,0,1577,1,Neutral,True,Mid Value
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7,Credit Card,Quarterly,0,413,2,Neutral,True,Low Value
1712,21,Male,T-Shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Express,No,No,19,Credit Card,Monthly,0,1767,3,High,True,Mid Value
1713,65,Male,T-Shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,9,Cash,Fortnightly,0,783,5,Neutral,True,Mid Value
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Free Shipping,No,No,37,Paypal,Quarterly,0,814,2,High,True,Mid Value
1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,No,15,Cash,Monthly,0,1065,3,High,True,Mid Value
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,No,2-Day Shipping,No,No,30,Paypal,Bi-Weekly,0,2070,4,Neutral,True,Mid Value
1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Standard,No,No,30,Cash,Every 3 Months,0,1410,2,High,True,Mid Value
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Express,No,No,16,Debit Card,Bi-Weekly,0,800,4,Low,True,Mid Value
1719,54,Male,T-Shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,No,2-Day Shipping,No,No,14,Paypal,Every 3 Months,0,1344,2,Neutral,True,Mid Value
1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,No,Free Shipping,No,No,8,Venmo,Quarterly,0,312,2,Neutral,True,Low Value
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,No,Express,No,No,40,Debit Card,Bi-Weekly,0,3360,4,Low,True,High Value
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,No,Free Shipping,No,No,24,Credit Card,Monthly,0,672,3,High,True,Mid Value
1723,46,Male,T-Shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,No,Standard,No,No,14,Cash,Fortnightly,0,714,5,Neutral,True,Mid Value
1724,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,No,Standard,No,No,39,Paypal,Annually,0,780,1,Neutral,True,Mid Value
1725,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,No,Free Shipping,No,No,21,Paypal,Weekly,0,1512,6,Neutral,True,Mid Value
1726,45,Male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3.0,No,Next Day Air,No,No,32,Venmo,Quarterly,0,1056,2,Neutral,True,Mid Value
1727,57,Male,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,No,Express,No,No,45,Debit Card,Weekly,0,1260,6,Low,True,Mid Value
1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4.0,No,Express,No,No,19,Paypal,Monthly,0,1007,3,High,True,Mid Value
1729,23,Male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,No,Express,No,No,1,Debit Card,Every 3 Months,0,48,2,High,True,Low Value
1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,No,Store Pickup,No,No,12,Venmo,Fortnightly,0,252,5,Neutral,True,Low Value
1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Free Shipping,No,No,26,Credit Card,Weekly,0,572,6,High,True,Low Value
1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,No,Next Day Air,No,No,12,Cash,Monthly,0,1044,3,Neutral,True,Mid Value
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,No,Free Shipping,No,No,36,Cash,Every 3 Months,0,1800,2,Low,True,Mid Value
1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,No,Express,No,No,22,Credit Card,Annually,0,1870,1,Neutral,True,Mid Value
1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,No,Next Day Air,No,No,16,Paypal,Quarterly,0,1568,2,Neutral,True,Mid Value
1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,No,Express,No,No,31,Venmo,Annually,0,1054,1,Neutral,True,Mid Value
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,No,2-Day Shipping,No,No,43,Cash,Quarterly,0,2623,2,Low,True,High Value
1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,No,Store Pickup,No,No,50,Venmo,Bi-Weekly,0,4900,4,High,True,High Value
1739,60,Male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,No,2-Day Shipping,No,No,37,Credit Card,Weekly,0,2257,6,Low,True,High Value
1740,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,No,Express,No,No,23,Cash,Weekly,0,2254,6,High,True,High Value
1741,69,Male,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,No,Next Day Air,No,No,10,Bank Transfer,Every 3 Months,0,210,2,Neutral,True,Low Value
1742,41,Male,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,No,Next Day Air,No,No,20,Bank Transfer,Monthly,0,1020,3,Neutral,True,Mid Value
1743,51,Male,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,No,Express,No,No,18,Venmo,Every 3 Months,0,1440,2,High,True,Mid Value
1744,23,Male,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,No,Standard,No,No,3,Bank Transfer,Weekly,0,216,6,Neutral,True,Low Value
1745,57,Male,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3.0,No,Standard,No,No,23,Paypal,Weekly,0,1449,6,Neutral,True,Mid Value
1746,40,Male,Skirt,Clothing,27,West Virginia,L,Red,Winter,3.6,No,Store Pickup,No,No,27,Cash,Weekly,0,729,6,Neutral,True,Mid Value
1747,65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,No,44,Bank Transfer,Fortnightly,0,1936,5,Neutral,True,Mid Value
1748,61,Male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,No,41,Venmo,Quarterly,0,943,2,Low,True,Mid Value
1749,34,Male,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,No,2-Day Shipping,No,No,41,Bank Transfer,Annually,0,3813,1,Neutral,True,High Value
1750,43,Male,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months,0,2520,2,Neutral,True,High Value
1751,31,Male,Sunglasses,Accessories,85,Missouri,M,White,Fall,3.1,No,Express,No,No,38,Venmo,Every 3 Months,0,3230,2,Neutral,True,High Value
1752,57,Male,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,No,2-Day Shipping,No,No,34,Cash,Annually,0,1360,1,Neutral,True,Mid Value
1753,34,Male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,No,Store Pickup,No,No,14,Venmo,Quarterly,0,406,2,Neutral,True,Low Value
1754,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,No,Next Day Air,No,No,23,Credit Card,Fortnightly,0,621,5,High,True,Mid Value
1755,66,Male,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,18,Credit Card,Fortnightly,0,1674,5,Neutral,True,Mid Value
1756,56,Male,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,No,Next Day Air,No,No,45,Cash,Monthly,0,900,3,High,True,Mid Value
1757,49,Male,Jewelry,Accessories,55,New Hampshire,S,Cyan,Fall,2.8,No,Free Shipping,No,No,14,Bank Transfer,Weekly,0,770,6,Low,True,Mid Value
1758,19,Male,Dress,Clothing,94,Michigan,L,Yellow,Fall,3.6,No,Standard,No,No,48,Debit Card,Annually,0,4512,1,Neutral,True,High Value
1759,27,Male,Hat,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,No,Free Shipping,No,No,17,Venmo,Bi-Weekly,0,952,4,High,True,Mid Value
1760,68,Male,Sweater,Clothing,58,Louisiana,L,Green,Spring,4.0,No,Next Day Air,No,No,1,Paypal,Weekly,0,58,6,High,True,Low Value
1761,20,Male,Skirt,Clothing,44,Minnesota,XL,Peach,Spring,3.5,No,Standard,No,No,39,Paypal,Weekly,0,1716,6,Neutral,True,Mid Value
1762,21,Male,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,No,24,Cash,Weekly,0,2280,6,High,True,High Value
1763,36,Male,Sandals,Footwear,42,Idaho,M,Brown,Summer,3.1,No,Express,No,No,41,Bank Transfer,Fortnightly,0,1722,5,Neutral,True,Mid Value
1764,37,Male,Jewelry,Accessories,93,Vermont,M,Lavender,Winter,3.9,No,Store Pickup,No,No,28,Paypal,Annually,0,2604,1,Neutral,True,High Value
1765,61,Male,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3.0,No,Store Pickup,No,No,34,Venmo,Quarterly,0,1904,2,Neutral,True,Mid Value
1766,68,Male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,No,41,Venmo,Quarterly,0,3608,2,High,True,High Value
1767,60,Male,Sweater,Clothing,54,Alaska,S,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27,Cash,Bi-Weekly,0,1458,4,High,True,Mid Value
1768,69,Male,Jewelry,Accessories,89,Minnesota,L,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46,Debit Card,Fortnightly,0,4094,5,Neutral,True,High Value
1769,25,Male,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2,Paypal,Every 3 Months,0,90,2,Neutral,True,Low Value
1770,32,Male,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,No,Free Shipping,No,No,45,Cash,Monthly,0,3375,3,High,True,High Value
1771,53,Male,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,No,Express,No,No,34,Bank Transfer,Weekly,0,748,6,High,True,Mid Value
1772,46,Male,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9,Credit Card,Annually,0,738,1,High,True,Mid Value
1773,58,Male,Shoes,Footwear,34,Hawaii,M,Gold,Summer,3.1,No,2-Day Shipping,No,No,1,Bank Transfer,Annually,0,34,1,Neutral,True,Low Value
1774,21,Male,Coat,Outerwear,92,West Virginia,M,Blue,Summer,2.7,No,Free Shipping,No,No,17,Paypal,Annually,0,1564,1,Low,True,Mid Value
1775,46,Male,Sweater,Clothing,78,New York,M,Lavender,Spring,3.7,No,Express,No,No,6,Paypal,Weekly,0,468,6,Neutral,True,Low Value
1776,18,Male,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12,Cash,Bi-Weekly,0,564,4,Neutral,True,Low Value
1777,56,Male,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months,0,640,2,Neutral,True,Mid Value
1778,18,Male,Sneakers,Footwear,44,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Fortnightly,0,176,5,High,True,Low Value
1779,49,Male,Belt,Accessories,94,Texas,M,Red,Winter,4.9,No,Store Pickup,No,No,8,Debit Card,Bi-Weekly,0,752,4,High,True,Mid Value
1780,29,Male,Scarf,Accessories,62,Virginia,M,Charcoal,Winter,4.3,No,Free Shipping,No,No,41,Venmo,Weekly,0,2542,6,High,True,High Value
